"TF"	"Target"	"F_avg"	"F_sd"	"F_corrected"	"Regulation_direct"	"PS"	"PS_corrected"	"kd (units.mol/units.L)"
"crp" 	"rhaS"  	0.61	0.00	NaN	1	252	108	0.000000001
"crp" 	"rhaR"  	0.30	0.00	NaN	1	252	108	0.000000001
"crp" 	"cytR"  	0.60	0.19	NaN	3	252	108	0.000000001
"crp" 	"melR"  	0.70	0.27	NaN	1	252	108	0.000000001
"crp" 	"dcuR"  	0.51	0.23	NaN	1	252	108	0.000000001
"crp" 	"gcd"   	0.99	0.42	NaN	-1	252	108	0.000000001
"crp" 	"hpt"   	0.33	0.13	NaN	1	252	108	0.000000001
"crp" 	"prpB"  	1.09	0.71	NaN	1	252	108	0.000000001
"crp" 	"prpC"  	1.20	0.58	NaN	1	252	108	0.000000001
"crp" 	"prpD"  	1.79	0.19	NaN	1	252	108	0.000000001
"crp" 	"tsx"   	0.75	0.32	NaN	-3	252	108	0.000000001
"crp" 	"nagE"  	0.75	0.35	NaN	3	252	108	0.000000001
"crp" 	"galM"  	0.50	0.12	NaN	3	252	108	0.000000001
"crp" 	"pflB"  	0.65	0.08	NaN	1	252	108	0.000000001
"crp" 	"focA"  	0.62	0.11	NaN	1	252	108	0.000000001
"crp" 	"paaZ"  	0.24	0.00	NaN	1	252	108	0.000000001
"crp" 	"paaA"  	0.83	0.46	NaN	1	252	108	0.000000001
"crp" 	"paaB"  	0.68	0.29	NaN	1	252	108	0.000000001
"crp" 	"paaC"  	0.51	0.21	NaN	1	252	108	0.000000001
"crp" 	"paaD"  	0.59	0.28	NaN	1	252	108	0.000000001
"crp" 	"paaG"  	0.32	0.00	NaN	1	252	108	0.000000001
"crp" 	"paaH"  	0.34	0.00	NaN	1	252	108	0.000000001
"crp" 	"paaJ"  	0.65	0.30	NaN	1	252	108	0.000000001
"crp" 	"paaK"  	0.98	0.41	NaN	1	252	108	0.000000001
"crp" 	"araG"  	0.59	0.20	NaN	1	252	108	0.000000001
"crp" 	"gatD"  	2.04	0.69	NaN	1	252	108	0.000000001
"crp" 	"gatC"  	2.66	1.21	NaN	1	252	108	0.000000001
"crp" 	"gatB"  	3.70	2.02	NaN	1	252	108	0.000000001
"crp" 	"gatA"  	3.29	1.82	NaN	1	252	108	0.000000001
"crp" 	"gatZ"  	2.74	1.41	NaN	1	252	108	0.000000001
"crp" 	"gatY"  	2.43	1.12	NaN	1	252	108	0.000000001
"crp" 	"cdd"   	0.62	0.00	NaN	2	252	108	0.000000001
"crp" 	"mglC"  	1.16	0.49	NaN	1	252	108	0.000000001
"crp" 	"mglA"  	2.51	0.93	NaN	1	252	108	0.000000001
"crp" 	"mglB"  	2.21	0.91	NaN	1	252	108	0.000000001
"crp" 	"glpQ"  	2.10	1.07	NaN	1	252	108	0.000000001
"crp" 	"glpT"  	2.08	1.03	NaN	1	252	108	0.000000001
"crp" 	"glpA"  	1.89	0.66	NaN	1	252	108	0.000000001
"crp" 	"glpB"  	1.61	0.81	NaN	1	252	108	0.000000001
"crp" 	"glpC"  	1.63	0.97	NaN	1	252	108	0.000000001
"crp" 	"ptsH"  	0.63	0.29	NaN	-3	252	108	0.000000001
"crp" 	"ptsI"  	0.53	0.33	NaN	4	252	108	0.000000001
"crp" 	"crr"   	0.48	0.19	NaN	-3	252	108	0.000000001
"crp" 	"murQ"  	0.74	0.33	NaN	1	252	108	0.000000001
"crp" 	"guaA"  	0.82	0.27	NaN	1	252	108	0.000000001
"crp" 	"guaB"  	1.17	0.42	NaN	1	252	108	0.000000001
"crp" 	"ascF"  	0.10	0.00	NaN	1	252	108	0.000000001
"crp" 	"relA"  	0.13	0.00	NaN	1	252	108	0.000000001
"crp" 	"fucP"  	0.86	0.46	NaN	1	252	108	0.000000001
"crp" 	"fucI"  	0.83	0.00	NaN	1	252	108	0.000000001
"crp" 	"fucK"  	0.59	0.00	NaN	1	252	108	0.000000001
"crp" 	"gcvH"  	0.33	0.11	NaN	1	252	108	0.000000001
"crp" 	"gcvT"  	0.63	0.07	NaN	1	252	108	0.000000001
"crp" 	"fbaA"  	0.96	0.00	NaN	1	252	108	0.000000001
"crp" 	"epd"   	1.04	0.67	NaN	1	252	108	0.000000001
"crp" 	"kbaZ"  	0.50	0.30	NaN	1	252	108	0.000000001
"crp" 	"argG"  	0.96	0.91	NaN	1	252	108	0.000000001
"crp" 	"nanK"  	0.35	0.28	NaN	1	252	108	0.000000001
"crp" 	"nanE"  	0.52	0.28	NaN	1	252	108	0.000000001
"crp" 	"nanT"  	0.50	0.35	NaN	1	252	108	0.000000001
"crp" 	"nanA"  	0.79	0.50	NaN	1	252	108	0.000000001
"crp" 	"gntT"  	0.57	0.30	NaN	1	252	108	0.000000001
"crp" 	"glpD"  	1.55	1.16	NaN	1	252	108	0.000000001
"crp" 	"glgA"  	0.83	0.00	NaN	1	252	108	0.000000001
"crp" 	"glgC"  	0.62	0.27	NaN	1	252	108	0.000000001
"crp" 	"ugpQ"  	0.46	0.15	NaN	1	252	108	0.000000001
"crp" 	"ugpC"  	0.47	0.17	NaN	1	252	108	0.000000001
"crp" 	"ugpE"  	0.93	0.31	NaN	1	252	108	0.000000001
"crp" 	"ugpB"  	0.98	0.19	NaN	1	252	108	0.000000001
"crp" 	"yiaK"  	0.54	0.23	NaN	3	252	108	0.000000001
"crp" 	"yiaM"  	0.71	0.58	NaN	4	252	108	0.000000001
"crp" 	"yiaN"  	0.86	0.00	NaN	2	252	108	0.000000001
"crp" 	"yiaO"  	0.71	0.45	NaN	-3	252	108	0.000000001
"crp" 	"lyxK"  	0.46	0.13	NaN	4	252	108	0.000000001
"crp" 	"sgbE"  	0.34	0.18	NaN	3	252	108	0.000000001
"crp" 	"mtlA"  	0.56	0.07	NaN	1	252	108	0.000000001
"crp" 	"mtlD"  	0.44	0.16	NaN	1	252	108	0.000000001
"crp" 	"uhpT"  	1.50	0.29	NaN	1	252	108	0.000000001
"crp" 	"ilvN"  	1.39	0.55	NaN	1	252	108	0.000000001
"crp" 	"ilvB"  	1.33	0.65	NaN	1	252	108	0.000000001
"crp" 	"bglF"  	0.69	0.06	NaN	1	252	108	0.000000001
"crp" 	"trxA"  	0.30	0.18	NaN	-1	252	108	0.000000001
"crp" 	"cyaA"  	1.03	0.24	NaN	-1	252	108	0.000000001
"crp" 	"udp"   	0.83	0.47	NaN	3	252	108	0.000000001
"crp" 	"malG"  	0.67	0.20	NaN	1	252	108	0.000000001
"crp" 	"malE"  	1.41	0.61	NaN	1	252	108	0.000000001
"crp" 	"malK"  	1.73	0.74	NaN	1	252	108	0.000000001
"crp" 	"lamB"  	2.07	0.95	NaN	1	252	108	0.000000001
"crp" 	"actP"  	2.58	1.25	NaN	1	252	108	0.000000001
"crp" 	"acs"   	2.26	1.26	NaN	1	252	108	0.000000001
"crp" 	"proP"  	1.25	0.44	NaN	3	252	108	0.000000001
"crp" 	"melA"  	0.67	0.22	NaN	1	252	108	0.000000001
"crp" 	"ulaA"  	1.14	0.10	NaN	1	252	108	0.000000001
"crp" 	"ulaC"  	0.62	0.00	NaN	1	252	108	0.000000001
"crp" 	"ulaD"  	0.26	0.00	NaN	1	252	108	0.000000001
"crp" 	"ulaE"  	0.28	0.10	NaN	1	252	108	0.000000001
"crp" 	"cpdB"  	0.64	0.06	NaN	1	252	108	0.000000001
"crp" 	"nanC"  	1.96	0.92	NaN	1	252	108	0.000000001
"crp" 	"gntP"  	0.42	0.18	NaN	1	252	108	0.000000001
"crp" 	"uxuA"  	0.66	0.30	NaN	1	252	108	0.000000001
"crp" 	"uxuB"  	0.51	0.36	NaN	1	252	108	0.000000001
"crp" 	"deoA"  	0.58	0.21	NaN	3	252	108	0.000000001
"crp" 	"deoB"  	0.62	0.23	NaN	2	252	108	0.000000001
"crp" 	"deoD"  	0.33	0.09	NaN	3	252	108	0.000000001
"crp" 	"hofC"  	0.38	0.10	NaN	1	252	108	0.000000001
"crp" 	"hofB"  	0.41	0.00	NaN	1	252	108	0.000000001
"crp" 	"ppdD"  	0.63	0.00	NaN	1	252	108	0.000000001
"crp" 	"prpE"  	0.54	0.21	NaN	1	252	108	0.000000001
"crp" 	"nmpC"  	3.20	2.53	NaN	1	252	108	0.000000001
"crp" 	"cstA"  	1.80	0.86	NaN	1	252	108	0.000000001
"crp" 	"nagD"  	0.29	0.05	NaN	2	252	108	0.000000001
"crp" 	"bhsA"  	1.03	0.10	NaN	-1	252	108	0.000000001
"crp" 	"hlyE"  	1.08	0.52	NaN	1	252	108	0.000000001
"crp" 	"ychH"  	1.18	0.60	NaN	1	252	108	0.000000001
"crp" 	"trg"   	1.51	0.53	NaN	1	252	108	0.000000001
"crp" 	"sbmC"  	1.24	0.46	NaN	1	252	108	0.000000001
"crp" 	"xseA"  	0.87	0.22	NaN	-1	252	108	0.000000001
"crp" 	"lhgO"  	0.91	0.49	NaN	1	252	108	0.000000001
"crp" 	"mazF"  	0.12	0.00	NaN	1	252	108	0.000000001
"crp" 	"fucU"  	0.42	0.00	NaN	1	252	108	0.000000001
"crp" 	"aer"   	1.08	0.48	NaN	1	252	108	0.000000001
"crp" 	"agaV"  	0.72	0.12	NaN	1	252	108	0.000000001
"crp" 	"pnp"   	0.48	0.00	NaN	-1	252	108	0.000000001
#"crp" 	"rpsO"  	0.88	0.28	NaN	-1	252	108	0.000000001	Is an r-protein
"crp" 	"truB"  	0.32	0.00	NaN	-1	252	108	0.000000001
"crp" 	"nusA"  	0.15	0.04	NaN	-1	252	108	0.000000001
"crp" 	"rimP"  	0.35	0.12	NaN	-1	252	108	0.000000001
"crp" 	"yhfA"  	0.23	0.07	NaN	-2	252	108	0.000000001
"crp" 	"ppiA"  	0.40	0.07	NaN	2	252	108	0.000000001
"crp" 	"hofP"  	0.42	0.06	NaN	1	252	108	0.000000001
"crp" 	"hofO"  	0.29	0.00	NaN	1	252	108	0.000000001
"crp" 	"hofM"  	0.24	0.00	NaN	1	252	108	0.000000001
"crp" 	"envZ"  	0.34	0.12	NaN	3	252	108	0.000000001
"crp" 	"yiaL"  	1.54	0.93	NaN	-4	252	108	0.000000001
"crp" 	"sgbU"  	0.38	0.04	NaN	4	252	108	0.000000001
"crp" 	"ivbL"  	1.12	0.49	NaN	1	252	108	0.000000001
"crp" 	"bglG"  	0.44	0.37	NaN	1	252	108	0.000000001
"crp" 	"psiE"  	1.41	0.63	NaN	-1	252	108	0.000000001
"crp" 	"malM"  	1.43	0.49	NaN	1	252	108	0.000000001
"crp" 	"yjcH"  	3.24	1.87	NaN	1	252	108	0.000000001
"crp" 	"hfq"   	0.54	0.11	NaN	-1	252	108	0.000000001
"crp" 	"hflX"  	0.30	0.21	NaN	-1	252	108	0.000000001
"crp" 	"hflK"  	0.19	0.16	NaN	-1	252	108	0.000000001
"crp" 	"hflC"  	0.68	0.01	NaN	-1	252	108	0.000000001
"crp" 	"nanM"  	0.67	0.00	NaN	1	252	108	0.000000001
"glpR"	"glpQ"  	2.74	2.07	NaN	-1	9	4	0.000000005689
"glpR"	"glpT"  	3.36	1.61	NaN	-1	9	4	0.000000005689
"glpR"	"glpA"  	2.52	1.31	NaN	-1	9	4	0.000000005689
"glpR"	"glpB"  	3.14	1.50	NaN	-1	9	4	0.000000005689
"glpR"	"glpC"  	2.61	1.43	NaN	-1	9	4	0.000000005689
"glpR"	"glpD"  	3.46	0.64	NaN	-1	9	4	0.000000005689
"glpR"	"glpX"  	0.72	0.21	NaN	-1	9	4	0.000000005689
"glpR"	"glpK"  	2.60	0.62	NaN	-1	9	4	0.000000005689
"glpR"	"glpF"  	3.37	1.02	NaN	-1	9	4	0.000000005689
"gntR"	"eda"   	0.44	0.10	NaN	-1	4	3	0.0000000056
"gntR"	"edd"   	0.95	0.22	NaN	-1	4	3	0.0000000056
"gntR"	"gntT"  	0.08	0.00	NaN	-1	4	3	0.0000000056
"gntR"	"gntK"  	1.46	1.82	NaN	-1	4	3	0.0000000056
"gadE"	"gadW"  	1.47	0.00	NaN	1	35	18	0.000000005689
"gadE"	"gadC"  	3.03	0.00	NaN	2	35	18	0.000000005689
"gadE"	"gadB"  	3.64	0.00	NaN	2	35	18	0.000000005689
"gadE"	"gadA"  	3.57	0.00	NaN	2	35	18	0.000000005689
"gadE"	"sra"   	0.15	0.00	NaN	1	35	18	0.000000005689
"gadE"	"yhiM"  	1.12	0.23	NaN	1	35	18	0.000000005689
"gadE"	"yhiD"  	2.31	0.00	NaN	2	35	18	0.000000005689
"gadE"	"hdeB"  	5.05	0.00	NaN	2	35	18	0.000000005689
"gadE"	"hdeA"  	4.45	0.00	NaN	2	35	18	0.000000005689
"gadE"	"hdeD"  	3.17	0.02	NaN	4	35	18	0.000000005689
"gadE"	"mdtE"  	0.21	0.00	NaN	1	35	18	0.000000005689
"gadW"	"gadX"  	0.25	0.00	NaN	-2	7	3	0.000000005689
"gadX"	"gadE"  	0.64	0.09	NaN	1	13	7	0.000000005689
"uhpA"	"uhpT"  	2.25	0.00	NaN	1	1	1	0.000000005689
"dnaA"	"aldA"  	0.92	0.00	NaN	-1	10	5	0.000000005689
"dnaA"	"nrdA"  	0.61	0.00	NaN	2	10	5	0.000000005689
"dnaA"	"nrdB"  	0.55	0.00	NaN	2	10	5	0.000000005689
"metR"	"glyA"  	0.18	0.00	NaN	2	4	4	0.000000004
"metR"	"hmp"   	0.05	0.00	NaN	1	4	4	0.000000004
"glnG"	"glnG"  	1.01	0.23	NaN	2	11	3	0.0000000001
"glnG"	"glnQ"  	0.89	0.47	NaN	3	11	3	0.0000000001
"glnG"	"glnP"  	0.88	0.54	NaN	3	11	3	0.0000000001
"glnG"	"glnH"  	1.45	0.32	NaN	2	11	3	0.0000000001
"glnG"	"astD"  	1.25	0.00	NaN	1	11	3	0.0000000001
"glnG"	"astA"  	0.31	0.00	NaN	1	11	3	0.0000000001
"glnG"	"glnA"  	1.20	0.70	NaN	3	11	3	0.0000000001
"glnG"	"glnL"  	1.14	0.64	NaN	3	11	3	0.0000000001
"cpxR"	"cpxR"  	2.35	0.23	NaN	1	42	25	0.000000005689
"cpxR"	"aroG"  	0.34	0.05	NaN	1	42	25	0.000000005689
"cpxR"	"ompF"  	0.70	0.36	NaN	-1	42	25	0.000000005689
"cpxR"	"dsbA"  	0.55	0.10	NaN	1	42	25	0.000000005689
"cpxR"	"hha"   	0.53	0.15	NaN	1	42	25	0.000000005689
"cpxR"	"tomB"  	0.57	0.14	NaN	1	42	25	0.000000005689
"cpxR"	"yccA"  	0.70	0.12	NaN	1	42	25	0.000000005689
"cpxR"	"efeU_2"	0.48	0.00	NaN	1	42	25	0.000000005689
"cpxR"	"csgC"  	0.38	0.00	NaN	-1	42	25	0.000000005689
"cpxR"	"ycfS"  	0.34	0.00	NaN	1	42	25	0.000000005689
"cpxR"	"yebE"  	0.19	0.00	NaN	1	42	25	0.000000005689
"cpxR"	"cheW"  	0.34	0.00	NaN	-1	42	25	0.000000005689
"cpxR"	"cheA"  	0.31	0.05	NaN	-1	42	25	0.000000005689
"cpxR"	"mdtB"  	0.28	0.00	NaN	1	42	25	0.000000005689
"cpxR"	"mdtC"  	0.15	0.00	NaN	1	42	25	0.000000005689
"cpxR"	"yqjA"  	0.30	0.12	NaN	1	42	25	0.000000005689
"cpxR"	"ppiA"  	0.61	0.00	NaN	1	42	25	0.000000005689
"cpxR"	"rdoA"  	0.57	0.08	NaN	1	42	25	0.000000005689
"cytR"	"tsx"   	1.54	0.00	NaN	-1	11	8	0.000000005689
"cytR"	"cdd"   	1.15	0.00	NaN	-1	11	8	0.000000005689
"cytR"	"udp"   	1.91	0.00	NaN	-1	11	8	0.000000005689
"metJ"	"folE"  	0.91	0.01	NaN	-1	7	6	0.000000045
"metJ"	"metC"  	0.71	0.00	NaN	-1	7	6	0.000000045
"metJ"	"metF"  	1.66	0.02	NaN	-1	7	6	0.000000045
"metJ"	"metA"  	1.51	0.02	NaN	-1	7	6	0.000000045
"metJ"	"yeiB"  	0.69	0.06	NaN	-1	7	6	0.000000045
"oxyR"	"fur"   	0.34	0.09	NaN	1	25	15	0.000000005689
"oxyR"	"dsbG"  	0.17	0.00	NaN	1	25	15	0.000000005689
"oxyR"	"grxA"  	1.82	0.77	NaN	1	25	15	0.000000005689
"oxyR"	"sufE"  	1.03	0.40	NaN	1	25	15	0.000000005689
"oxyR"	"sufS"  	1.04	0.38	NaN	1	25	15	0.000000005689
"oxyR"	"sufC"  	0.92	0.43	NaN	1	25	15	0.000000005689
"oxyR"	"sufB"  	1.23	0.49	NaN	1	25	15	0.000000005689
"oxyR"	"sufA"  	1.13	0.44	NaN	1	25	15	0.000000005689
"oxyR"	"mntH"  	1.35	0.54	NaN	1	25	15	0.000000005689
"oxyR"	"trxC"  	0.86	0.50	NaN	1	25	15	0.000000005689
"oxyR"	"katG"  	1.04	0.52	NaN	1	25	15	0.000000005689
"oxyR"	"ahpC"  	1.60	0.07	NaN	1	25	15	0.000000005689
"oxyR"	"ahpF"  	1.95	1.06	NaN	1	25	15	0.000000005689
"oxyR"	"ybjC"  	0.49	0.47	NaN	-1	25	15	0.000000005689
"oxyR"	"nfsA"  	0.55	0.53	NaN	-1	25	15	0.000000005689
"oxyR"	"rimK"  	0.40	0.43	NaN	-1	25	15	0.000000005689
"oxyR"	"ybjN"  	0.55	0.28	NaN	-1	25	15	0.000000005689
"oxyR"	"hcr"   	1.25	1.00	NaN	1	25	15	0.000000005689
"oxyR"	"hcp"   	1.96	0.54	NaN	1	25	15	0.000000005689
"oxyR"	"flu"   	2.43	0.66	NaN	-1	25	15	0.000000005689
"oxyR"	"yhjA"  	0.49	0.27	NaN	1	25	15	0.000000005689
"lexA"	"rpoD"  	0.65	0.00	NaN	-1	19	13	0.00000000167
"lexA"	"polB"  	0.95	0.00	NaN	-1	19	13	0.00000000167
"lexA"	"uvrB"  	2.01	0.00	NaN	-1	19	13	0.00000000167
"lexA"	"dinG"  	1.01	0.00	NaN	-1	19	13	0.00000000167
"lexA"	"ftsK"  	0.07	0.00	NaN	-1	19	13	0.00000000167
"lexA"	"dinI"  	3.94	0.00	NaN	-1	19	13	0.00000000167
"lexA"	"umuD"  	1.83	2.00	NaN	-1	19	13	0.00000000167
"lexA"	"umuC"  	2.70	0.00	NaN	-1	19	13	0.00000000167
"lexA"	"ydjM"  	1.12	0.00	NaN	-1	19	13	0.00000000167
"lexA"	"recN"  	4.24	0.00	NaN	-1	19	13	0.00000000167
"lexA"	"recX"  	1.39	0.00	NaN	-1	19	13	0.00000000167
"lexA"	"recA"  	1.63	1.66	NaN	-1	19	13	0.00000000167
"lexA"	"dinF"  	0.65	0.00	NaN	-1	19	13	0.00000000167
"lexA"	"symE"  	0.60	0.07	NaN	-1	19	13	0.00000000167
"soxS"	"fur"   	0.42	0.13	NaN	1	26	17	0.000000005689
"soxS"	"marA"  	0.51	0.16	NaN	1	26	17	0.000000005689
"soxS"	"fldA"  	0.47	0.58	NaN	1	26	17	0.000000005689
"soxS"	"ptsG"  	0.42	0.07	NaN	1	26	17	0.000000005689
"soxS"	"ribA"  	0.49	0.43	NaN	1	26	17	0.000000005689
"soxS"	"rfaZ"  	0.36	0.16	NaN	1	26	17	0.000000005689
"soxS"	"waaY"  	0.27	0.08	NaN	1	26	17	0.000000005689
"soxR"	"soxS"  	1.98	2.26	NaN	1	3	3	0.000000005689
"basR"	"putA"  	0.26	0.13	NaN	-1	11	7	0.000000005689
"basR"	"dgkA"  	0.16	0.01	NaN	1	11	7	0.000000005689
"basR"	"hha"   	0.46	0.08	NaN	1	11	7	0.000000005689
"basR"	"yrbL"  	0.61	0.16	NaN	-1	11	7	0.000000005689
"basR"	"fimB"  	1.17	0.27	NaN	1	11	7	0.000000005689
"dcuR"	"dpiA"  	0.40	0.14	NaN	1	9	4	0.00011
"dcuR"	"dctA"  	1.27	1.27	NaN	1	9	4	0.00011
"dcuR"	"fumB"  	1.91	0.85	NaN	1	9	4	0.00011
"dcuR"	"dcuB"  	2.55	1.02	NaN	1	9	4	0.00011
"dcuR"	"frdD"  	0.82	0.38	NaN	1	9	4	0.00011
"dcuR"	"frdC"  	1.31	0.15	NaN	1	9	4	0.00011
"dcuR"	"frdB"  	0.95	0.30	NaN	1	9	4	0.00011
"dcuR"	"frdA"  	1.01	0.48	NaN	1	9	4	0.00011
"dcuR"	"dpiB"  	0.62	0.00	NaN	1	9	4	0.00011
"nsrR"	"nrfA"  	1.09	0.16	NaN	-1	13	4	0.000000005689
"nsrR"	"nrfB"  	0.80	0.00	NaN	-1	13	4	0.000000005689
"nsrR"	"nrfC"  	0.70	0.00	NaN	-1	13	4	0.000000005689
"nsrR"	"nrfD"  	0.56	0.00	NaN	-1	13	4	0.000000005689
"nsrR"	"ytfE"  	5.20	0.00	NaN	-1	13	4	0.000000005689
"nsrR"	"hcr"   	2.72	0.00	NaN	-1	13	4	0.000000005689
"nsrR"	"hcp"   	2.07	1.77	NaN	-1	13	4	0.000000005689
"yjiE"	"metQ"  	0.68	0.44	NaN	1	5	2	0.000000005689
"yjiE"	"metI"  	0.68	0.24	NaN	1	5	2	0.000000005689
"yjiE"	"metN"  	0.68	0.33	NaN	1	5	2	0.000000005689
"yjiE"	"cydA"  	1.84	0.00	NaN	1	5	2	0.000000005689
"yjiE"	"cydB"  	1.26	0.00	NaN	1	5	2	0.000000005689
"bglJ"	"leuO"  	2.35	1.96	NaN	1	4	2	0.000000005689
"bglJ"	"bglB"  	1.94	0.27	NaN	1	4	2	0.000000005689
"trpR"	"trpA"  	1.83	0.02	NaN	-1	12	5	0.00000001
"trpR"	"trpB"  	1.77	0.03	NaN	-1	12	5	0.00000001
"trpR"	"trpC"  	1.63	0.02	NaN	-1	12	5	0.00000001
"trpR"	"trpD"  	2.08	0.04	NaN	-1	12	5	0.00000001
"trpR"	"trpE"  	2.46	0.01	NaN	-1	12	5	0.00000001
"trpR"	"aroH"  	1.02	0.04	NaN	-1	12	5	0.00000001
"trpR"	"trpL"  	2.37	0.00	NaN	-1	12	5	0.00000001
"creB"	"creD"  	0.34	0.06	NaN	1	1	1	0.000000005689
"arcA"	"rpoS"  	0.62	0.27	NaN	-1	49	19	0.000013
"arcA"	"lldR"  	1.29	0.31	NaN	-1	49	19	0.000013
"arcA"	"lpd"   	1.09	0.39	NaN	-1	49	19	0.000013
"arcA"	"fadE"  	0.48	0.36	NaN	-1	49	19	0.000013
"arcA"	"sdhC"  	2.80	0.87	NaN	3	49	19	0.000013
"arcA"	"sdhD"  	2.66	0.84	NaN	3	49	19	0.000013
"arcA"	"sdhA"  	2.44	0.72	NaN	3	49	19	0.000013
"arcA"	"sdhB"  	1.93	0.65	NaN	3	49	19	0.000013
"arcA"	"sucA"  	1.84	0.50	NaN	3	49	19	0.000013
"arcA"	"sucB"  	1.96	0.60	NaN	3	49	19	0.000013
"arcA"	"sucC"  	2.05	0.53	NaN	3	49	19	0.000013
"arcA"	"sucD"  	1.72	0.42	NaN	3	49	19	0.000013
"arcA"	"cydA"  	3.19	1.05	NaN	1	49	19	0.000013
"arcA"	"cydB"  	2.63	0.89	NaN	1	49	19	0.000013
"arcA"	"moeB"  	0.15	0.07	NaN	1	49	19	0.000013
"arcA"	"moeA"  	0.26	0.24	NaN	1	49	19	0.000013
"arcA"	"pflB"  	1.14	0.40	NaN	1	49	19	0.000013
"arcA"	"focA"  	0.71	0.38	NaN	1	49	19	0.000013
"arcA"	"ptsG"  	0.71	0.41	NaN	-1	49	19	0.000013
"arcA"	"icd"   	1.79	0.39	NaN	-1	49	19	0.000013
"arcA"	"aldA"  	1.53	0.43	NaN	-1	49	19	0.000013
"arcA"	"fadD"  	0.67	0.32	NaN	-1	49	19	0.000013
"arcA"	"nuoN"  	0.71	0.24	NaN	-1	49	19	0.000013
"arcA"	"nuoM"  	0.74	0.28	NaN	-1	49	19	0.000013
"arcA"	"nuoL"  	0.80	0.36	NaN	-1	49	19	0.000013
"arcA"	"nuoK"  	0.70	0.32	NaN	-1	49	19	0.000013
"arcA"	"nuoJ"  	0.73	0.26	NaN	-1	49	19	0.000013
"arcA"	"nuoI"  	0.94	0.42	NaN	-1	49	19	0.000013
"arcA"	"nuoH"  	0.73	0.38	NaN	-1	49	19	0.000013
"arcA"	"nuoG"  	0.73	0.37	NaN	-1	49	19	0.000013
"arcA"	"nuoF"  	0.72	0.24	NaN	-1	49	19	0.000013
"arcA"	"nuoE"  	0.84	0.33	NaN	-1	49	19	0.000013
"arcA"	"nuoC"  	0.87	0.36	NaN	-1	49	19	0.000013
"arcA"	"nuoB"  	0.85	0.38	NaN	-1	49	19	0.000013
"arcA"	"nuoA"  	0.90	0.37	NaN	-1	49	19	0.000013
"arcA"	"fadJ"  	0.54	0.30	NaN	-1	49	19	0.000013
"arcA"	"fadI"  	0.67	0.29	NaN	-1	49	19	0.000013
"arcA"	"fadL"  	0.71	0.32	NaN	-1	49	19	0.000013
"arcA"	"glcA"  	0.38	0.14	NaN	-1	49	19	0.000013
"arcA"	"glcB"  	1.02	0.60	NaN	-1	49	19	0.000013
"arcA"	"glcD"  	0.95	0.78	NaN	-1	49	19	0.000013
"arcA"	"lldP"  	1.05	0.17	NaN	-1	49	19	0.000013
"arcA"	"lldD"  	0.58	0.17	NaN	-1	49	19	0.000013
"arcA"	"fadA"  	0.64	0.31	NaN	-1	49	19	0.000013
"arcA"	"fadB"  	1.10	0.56	NaN	-1	49	19	0.000013
"arcA"	"glcF"  	0.72	0.62	NaN	-1	49	19	0.000013
"arcA"	"glcG"  	0.76	0.54	NaN	-1	49	19	0.000013
"arcA"	"uvrA"  	0.28	0.07	NaN	-1	49	19	0.000013
"arcA"	"ssb"   	0.18	0.06	NaN	-1	49	19	0.000013
#"putA"	"putA"  	1.73	0.21	NaN	-1	2	2	0.000000005689
"putA"	"putP"  	2.32	0.43	NaN	-1	2	2	0.000000005689
"leuO"	"bglB"  	0.17	0.00	1.7749	1	13	4	0.000000005689
"hns" 	"gadX"  	3.85	1.46	3.5974	-1	90	41	0.000000005689
"cysB"	"ssuA"  	0.97	0.32	NaN	-1	17	6	0.000000023667
"fnr" 	"dmsA"  	2.34	0.78	NaN	1	97	28	0.000000005689
"fnr" 	"dmsB"  	2.55	0.89	NaN	1	97	28	0.000000005689
"fnr" 	"dmsC"  	0.93	0.29	NaN	1	97	28	0.000000005689
"fnr" 	"pflB"  	1.06	0.63	NaN	1	97	28	0.000000005689
"fnr" 	"focA"  	0.72	0.49	NaN	1	97	28	0.000000005689
"fnr" 	"ynfE"  	1.91	0.57	NaN	1	97	28	0.000000005689
"fnr" 	"ynfF"  	2.44	0.78	NaN	1	97	28	0.000000005689
"fnr" 	"ynfG"  	1.96	0.53	NaN	1	97	28	0.000000005689
"fnr" 	"ccmE"  	0.42	0.11	NaN	1	97	28	0.000000005689
"fnr" 	"ccmD"  	0.49	0.09	NaN	1	97	28	0.000000005689
"fnr" 	"ccmC"  	0.29	0.10	NaN	1	97	28	0.000000005689
"fnr" 	"ccmB"  	0.22	0.08	NaN	1	97	28	0.000000005689
"fnr" 	"napC"  	0.57	0.17	NaN	1	97	28	0.000000005689
"fnr" 	"napB"  	0.54	0.22	NaN	1	97	28	0.000000005689
"fnr" 	"napH"  	0.39	0.18	NaN	1	97	28	0.000000005689
"fnr" 	"napG"  	0.47	0.23	NaN	1	97	28	0.000000005689
"fnr" 	"napA"  	0.42	0.20	NaN	1	97	28	0.000000005689
"fnr" 	"nrfC"  	0.90	0.38	NaN	1	97	28	0.000000005689
"fnr" 	"nrfD"  	0.46	0.14	NaN	1	97	28	0.000000005689
"fnr" 	"dmsD"  	0.68	0.22	NaN	1	97	28	0.000000005689
"fnr" 	"ydhV"  	0.90	0.18	NaN	1	97	28	0.000000005689
"fnr" 	"ccmG"  	0.26	0.06	NaN	1	97	28	0.000000005689
