"TF"	"Target"	"log2 FC mean"	"log2 FC std"	"Regulation_direct"
"trpR"	"trpE"	-2.46	0.01	1
"trpR"	"aroH"	-1.02	0.04	1
"trpR"	"trpL"	-2.37	0	1
"creB"	"creD"	0.34	0.06	1
"arcA"	"rpoS"	-0.62	0.27	1
"arcA"	"lldR"	-1.29	0.31	1
"arcA"	"lpd"	-1.09	0.39	1
"arcA"	"fadE"	-0.48	0.36	1
"arcA"	"sdhC"	-2.8	0.87	1
"arcA"	"sdhD"	-2.66	0.84	1
"arcA"	"sdhA"	-2.44	0.73	1
"arcA"	"sdhB"	-1.93	0.65	1
"arcA"	"sucA"	-1.73	0.81	1
"arcA"	"sucB"	-1.9	0.77	1
"arcA"	"sucC"	-1.84	1.05	1
"arcA"	"sucD"	-1.69	0.51	1
"arcA"	"cydA"	3.19	1.05	1
"arcA"	"cydB"	2.63	0.89	1
"arcA"	"moeB"	0.15	0.07	1
"arcA"	"moeA"	0.26	0.24	1
"arcA"	"pflB"	1.14	0.4	1
"arcA"	"focA"	0.71	0.38	1
"arcA"	"ptsG"	-0.71	0.41	1
"arcA"	"icd"	-1.79	0.39	1
"arcA"	"aldA"	-1.53	0.43	1
"arcA"	"fadD"	-0.67	0.32	1
"arcA"	"nuoN"	-0.71	0.24	1
"arcA"	"nuoM"	-0.74	0.28	1
"arcA"	"nuoL"	-0.8	0.36	1
"arcA"	"nuoK"	-0.7	0.32	1
"arcA"	"nuoJ"	-0.73	0.26	1
"arcA"	"nuoI"	-0.94	0.42	1
"arcA"	"nuoH"	-0.73	0.38	1
"arcA"	"nuoG"	-0.73	0.37	1
"arcA"	"nuoF"	-0.72	0.24	1
"arcA"	"nuoE"	-0.84	0.33	1
"arcA"	"nuoC"	-0.87	0.36	1
"arcA"	"nuoB"	-0.85	0.38	1
"arcA"	"nuoA"	-0.9	0.37	1
"arcA"	"fadJ"	-0.54	0.3	1
"arcA"	"fadI"	-0.67	0.29	1
"arcA"	"fadL"	-0.71	0.32	1
"arcA"	"glcA"	-0.38	0.14	1
"arcA"	"glcB"	-1.02	0.6	1
"arcA"	"glcD"	-0.95	0.78	1
"arcA"	"lldP"	-1.05	0.17	1
"arcA"	"lldD"	-0.58	0.17	1
"arcA"	"fadA"	-0.64	0.31	1
"arcA"	"fadB"	-1.1	0.56	1
"arcA"	"glcF"	-0.72	0.62	1
"arcA"	"glcG"	-0.76	0.54	1
"arcA"	"uvrA"	-0.28	0.07	1
"arcA"	"ssb"	-0.18	0.06	1
"putA"	"putA"	-1.73	0.21	1
"putA"	"putP"	-2.32	0.43	1
"leuO"	"bglB"	0.17	0	1
"hns"	"gadX"	-3.85	1.46	1
"cysB"	"ssuA"	-0.97	0.32	1
"fnr"	"dmsA"	2.34	0.78	1
"fnr"	"dmsB"	2.55	0.89	1
"fnr"	"dmsC"	0.93	0.29	1
"fnr"	"pflB"	1.06	0.63	1
"fnr"	"focA"	0.72	0.49	1
"fnr"	"ynfE"	1.91	0.57	1
"fnr"	"ynfF"	2.44	0.78	1
"fnr"	"ynfG"	1.96	0.53	1
"fnr"	"ccmE"	0.42	0.11	1
"fnr"	"ccmD"	0.49	0.09	1
"fnr"	"ccmC"	0.29	0.1	1
"fnr"	"ccmB"	0.22	0.08	1
"fnr"	"napC"	0.57	0.17	1
"fnr"	"napB"	0.54	0.22	1
"fnr"	"napH"	0.39	0.18	1
"fnr"	"napG"	0.47	0.23	1
"fnr"	"napA"	0.42	0.2	1
"fnr"	"nrfC"	0.9	0.38	1
"fnr"	"nrfD"	0.46	0.14	1
"fnr"	"dmsD"	0.68	0.22	1
"fnr"	"ydhV"	0.9	0.18	1
"fnr"	"ccmG"	0.26	0.06	1
"fnr"	"ccmF"	0.23	0.09	1
"fnr"	"napD"	0.41	0.24	1
"fnr"	"napF"	0.87	0.23	1
"fnr"	"nrfG"	0.25	0.12	1
"ihfA"	"ompR"	-0.16	0	1
"ihfA"	"yiaJ"	-0.45	0	1
"ihfA"	"nuoM"	-0.13	0	1
"ihfA"	"nuoB"	-0.24	0	1
"ihfA"	"nuoA"	-0.57	0	1
"fis"	"marR"	0.39	0	1
"crp"	"rpoH"	0.31	0	2
"crp"	"araA"	0.48	0.1	1
"crp"	"lacZ"	0.47	0.18	2
"crp"	"galK"	0.05	0.64	1
"crp"	"galT"	-0.71	0.22	3
"crp"	"galE"	0.09	0.56	1
"crp"	"serC"	-0.92	0.31	1
"crp"	"aroA"	-0.67	0.32	1
"crp"	"ptsG"	1.24	0.67	1
"crp"	"malX"	0.56	0.15	1
"crp"	"malY"	0.33	0.1	1
"crp"	"araF"	1.24	0.72	1
"crp"	"gabD"	0.72	0.4	1
"crp"	"gabT"	0.93	0.38	1
"crp"	"gabP"	0.58	0.17	1
"crp"	"nupG"	-0.71	0	2
"crp"	"tdcE"	0.75	0	1
"crp"	"tdcD"	0.55	0.38	1
"crp"	"tdcB"	0.7	0.91	1
"crp"	"gltB"	-1.08	0.2	1
"crp"	"gltD"	-1.71	0.05	1
"crp"	"dctA"	1.99	0.89	1
"crp"	"glnA"	-0.33	0.94	1
"crp"	"deoC"	-0.83	0	2
"crp"	"lacA"	-0.71	0.52	3
"crp"	"araJ"	0.29	0.11	3
"crp"	"csiD"	1.16	0.13	1
"crp"	"bglB"	0.89	0.41	1
"crp"	"glnL"	0.49	0.23	2
"gadX"	"dctR"	0.26	0	1
"gadX"	"gadX"	5.47	0	1
"gadX"	"gadC"	0.6	0	1
"gadX"	"gadB"	0.63	0	1
"gadX"	"gadA"	0.46	0	1
"gadX"	"slp"	0.82	0.06	1
"gadX"	"yhiD"	0.24	0	2
"gadX"	"hdeB"	0.62	0	2
"gadX"	"hdeD"	0.36	0	1
"bglJ"	"bglF"	1.37	0.61	1
"bglJ"	"bglG"	2.79	1.37	1
"phoP"	"yhiD"	2.14	0	1
"phoP"	"hdeB"	2.92	0	1
"phoP"	"hdeA"	2.42	0	1
"phoP"	"hdeD"	3.07	0	1
"hns"	"flhC"	1.61	0.54	1
"hns"	"flhD"	1.31	0.51	1
"hns"	"dctR"	-1.64	0.29	1
"hns"	"gadE"	-4.39	2.46	1
"hns"	"gadA"	-4.56	2.43	1
"hns"	"cadA"	-1.64	1.32	1
"hns"	"cadB"	-1	0.98	1
"hns"	"yhiM"	-3.11	1.32	1
"hns"	"slp"	-2.92	1.97	1
"hns"	"yhiD"	-2.51	0.97	1
"hns"	"hdeB"	-3.14	2.5	1
"hns"	"hdeA"	-2.56	2.18	1
"hns"	"hdeD"	-3	2.14	1
"hns"	"mdtE"	-1.72	0.86	1
"hns"	"mdtF"	-1.42	0.66	1
"marR"	"marR"	-3.77	0.36	1
"marR"	"marB"	-0.87	0.46	1
"ihfA"	"csgD"	0.33	0	1
"ihfA"	"glpT"	-1.64	0	1
"crp"	"flhC"	2.28	1.46	1
"crp"	"flhD"	2.2	1.88	1
"crp"	"gadE"	-4.03	1.64	1
"crp"	"chbA"	0.52	0	1
"crp"	"chbC"	0.71	0.46	1
"crp"	"mdtE"	-0.51	0.23	1
"crp"	"mdtF"	-0.77	0.17	1
"soxS"	"marR"	0.31	0.07	1
"soxS"	"rob"	-0.52	0.36	1
"soxS"	"acrB"	0.39	0.03	1
"soxS"	"acrA"	0.46	0	1
"soxS"	"nfsB"	0.56	0.4	1
"soxS"	"acnA"	0.93	0.29	1
"soxS"	"fumC"	1.5	1.32	1
"soxS"	"zwf"	0.6	0.54	1
"soxS"	"sodA"	2.53	1.29	1
"soxS"	"fpr"	0.96	1.27	1
"soxS"	"ybjC"	0.35	0.38	1
"soxS"	"nfsA"	0.39	0.46	1
"soxS"	"rimK"	0.59	0.43	1
"soxS"	"ybjN"	0.36	0.15	1
"soxS"	"pqiA"	0.33	0.12	1
"soxS"	"pqiB"	0.23	0.12	1
"soxS"	"marB"	0.18	0.02	1
"soxS"	"inaA"	1.24	0.56	1
"soxR"	"fumC"	1.03	0.54	1
"nsrR"	"fliY"	-0.41	0	1
"phoP"	"gadW"	1.45	0	1
"narL"	"frdD"	-1.42	0.74	1
"narL"	"frdB"	-2.05	1.17	1
"narL"	"frdA"	-2.18	1.07	1
"hns"	"gadW"	-2.21	0.58	1
"hns"	"yjjQ"	-2.71	1.54	1
"hns"	"bglJ"	-0.75	0	1
"hns"	"bglF"	-0.85	0.17	1
"hns"	"cas2"	-3.28	0.44	1
"hns"	"cas1"	-2.96	0.25	1
"hns"	"casE"	-3.24	0.43	1
"hns"	"casD"	-2.37	1.45	1
"hns"	"casC"	-3.84	0.57	1
"hns"	"casB"	-3.82	2.38	1
"hns"	"casA"	-2.92	1.26	1
"hns"	"bglB"	-2.96	0.36	1
"hns"	"bglG"	-4.08	0.15	1
"hns"	"fimI"	0.35	0	1
"hns"	"fimF"	0.45	0.13	1
"fnr"	"narK"	0.72	0.7	1
"fnr"	"narG"	1.54	0.99	1
"fnr"	"narH"	1.25	0.93	1
"fnr"	"narJ"	0.85	0.92	1
"fnr"	"narI"	0.8	0.86	1
"fnr"	"fdnG"	0.79	1.19	1
"fnr"	"fdnH"	1.77	0.22	1
"fnr"	"fdnI"	0.33	0.29	1
"fnr"	"nirB"	1.65	0.54	1
"fnr"	"nirD"	1.11	0.54	1
"fnr"	"nirC"	0.69	0.25	1
"fnr"	"cysG"	0.36	0.09	1
"fnr"	"nikA"	0.85	0.32	1
"fnr"	"nikB"	0.65	0.84	1
"fnr"	"nikC"	0.7	0.29	1
"fnr"	"nikD"	0.84	0.62	1
"fnr"	"nrfA"	1.1	0.41	1
"fnr"	"nrfB"	1.79	0.56	1
"fnr"	"hcr"	0.61	0.47	1
"fnr"	"hcp"	1.09	0.94	1
"fnr"	"nrfF"	0.49	0.14	1
"ihfA"	"rpoH"	0.26	0	1
"ihfA"	"paaF"	0.42	0	1
"ihfA"	"paaH"	0.49	0.09	1
"ihfA"	"paaK"	0.7	0.46	1
"ihfA"	"tdcD"	0.55	0	1
"ihfA"	"tdcB"	0.62	0	1
"ihfA"	"nirB"	-0.43	0.09	1
"ihfA"	"nirD"	1.39	1.3	2
"ihfA"	"nirC"	-0.38	0.13	1
"ihfA"	"nmpC"	-1.18	0	1
"ihfA"	"paaI"	0.45	0	1
"ihfA"	"tdcF"	0.39	0	1
"ihfA"	"dusB"	1.35	0	1
"ihfA"	"nrfF"	-0.68	0.19	1
"fis"	"marA"	0.49	0.21	1
"fis"	"glnG"	0.22	0	1
"fis"	"hupA"	0.79	0	1
"fis"	"guaB"	-0.5	0	1
"fis"	"proP"	0.82	0.17	1
"crp"	"chbR"	0.21	0	1
"crp"	"araB"	0.45	0.32	1
"crp"	"nagA"	0.49	0.66	1
"crp"	"nagB"	0.68	0.47	1
"crp"	"dadA"	0.68	0.88	1
"crp"	"dadX"	0.61	0.3	4
"crp"	"tam"	0.73	0.1	1
"crp"	"aldB"	1.76	1.03	1
"crp"	"lsrK"	1.17	0.52	1
"crp"	"lsrA"	1.39	0.31	1
"crp"	"lsrC"	0.64	0.14	1
"crp"	"lsrD"	1.3	0.16	1
"crp"	"lsrB"	2.03	1.13	1
"crp"	"lsrF"	1.4	0.7	1
"crp"	"lsrG"	2.32	0.2	1
"crp"	"chbB"	0.7	0.31	1
"crp"	"dusB"	0.87	0.2	2
"gadE"	"dctR"	0.56	0.05	1
"gadE"	"gadE"	6.23	0.07	1
"gadE"	"gadX"	-0.58	0	2
"gadE"	"slp"	0.27	0	1
"gadW"	"gadB"	0.08	0	2
"oxyR"	"sufD"	0.28	0	1
"oxyR"	"fhuF"	-1.46	1.43	1
